user_1,user_2,sim
2,281,0.6
2,282,0.5
2,283,0.6
2,284,0.6
2,285,0.7
2,286,0.6
2,287,0.6
2,288,0.6
2,289,0.6
2,290,0.7
2,291,0.6
3,0,0.6
3,1,0.7
3,2,0.6
3,3,0.0
3,4,0.6
3,5,0.7
3,6,0.6
3,7,0.8
3,8,0.7
3,9,0.8
3,10,0.6
3,11,0.6
3,12,0.6
3,13,0.7
3,14,0.6
3,15,0.6
3,16,0.7
3,17,0.7
3,18,0.6
3,19,0.6
3,20,0.6
3,21,0.7
3,22,0.6
3,23,0.6
3,24,0.6
3,25,0.7
3,26,0.7
3,27,0.6
3,28,0.6
3,29,0.7
3,30,0.6
3,31,0.7
3,32,0.6
3,33,0.6
3,34,0.6
3,35,0.7
3,36,0.7
3,37,0.7
3,38,0.6
3,39,0.7
3,40,0.7
3,41,0.6
3,42,0.6
3,43,0.6
3,44,0.6
3,45,0.6
3,46,0.7
3,47,0.5
3,48,0.6
3,49,0.6
3,50,0.7
3,51,0.6
3,52,0.7
3,53,0.6
3,54,0.7
3,55,0.6
3,56,0.6
3,57,0.7
3,58,0.6
3,59,0.7
3,60,0.6
3,61,0.7
3,62,0.7
3,63,0.6
3,64,0.6
3,65,0.5
3,66,0.7
3,67,0.6
3,68,0.6
3,69,0.7
3,70,0.7
3,71,0.6
3,72,0.6
3,73,0.7
3,74,0.6
3,75,0.6
3,76,0.6
3,77,0.6
3,78,0.7
3,79,0.6
3,80,0.6
3,81,0.7
3,82,0.7
3,83,0.7
3,84,0.7
3,85,0.6
3,86,0.7
3,87,0.5
3,88,0.7
3,89,0.6
3,90,0.6
3,91,0.7
3,92,0.6
3,93,0.6
3,94,0.7
3,95,0.7
3,96,0.6
3,97,0.6
3,98,0.7
3,99,0.6
3,100,0.7
3,101,0.6
3,102,0.6
3,103,0.6
3,104,0.6
3,105,0.6
3,106,0.7
3,107,0.6
3,108,0.6
3,109,0.6
3,110,0.5
3,111,0.6
3,112,0.7
3,113,0.6
3,114,0.6
3,115,0.6
3,116,0.6
3,117,0.7
3,118,0.5
3,119,0.7
3,120,0.6
3,121,0.6
3,122,0.7
3,123,0.6
3,124,0.7
3,125,0.6
3,126,0.7
3,127,0.6
3,128,0.6
3,129,0.6
3,130,0.6
3,131,0.7
3,132,0.7
3,133,0.6
3,134,0.5
3,135,0.7
3,136,0.6
3,137,0.7
3,138,0.6
3,139,0.7
3,140,0.6
3,141,0.6
3,142,0.6
3,143,0.6
3,144,0.7
3,145,0.6
3,146,0.7
3,147,0.7
3,148,0.6
3,149,0.6
3,150,0.7
3,151,0.7
3,152,0.7
3,153,0.6
3,154,0.7
3,155,0.6
3,156,0.7
3,157,0.6
3,158,0.5
3,159,0.6
3,160,0.5
3,161,0.6
3,162,0.7
3,163,0.6
3,164,0.6
3,165,0.6
3,166,0.6
3,167,0.5
3,168,0.6
3,169,0.6
3,170,0.7
3,171,0.6
3,172,0.7
3,173,0.7
3,174,0.6
3,175,0.6
3,176,0.5
3,177,0.7
3,178,0.6
3,179,0.6
3,180,0.6
3,181,0.6
3,182,0.7
3,183,0.6
3,184,0.6
3,185,0.6
3,186,0.6
3,187,0.5
3,188,0.6
3,189,0.7
3,190,0.6
3,191,0.6
3,192,0.7
3,193,0.6
3,194,0.6
3,195,0.7
3,196,0.6
3,197,0.5
3,198,0.6
3,199,0.6
3,200,0.7
3,201,0.7
3,202,0.7
3,203,0.7
3,204,0.7
3,205,0.7
3,206,0.7
3,207,0.7
3,208,0.6
3,209,0.6
3,210,0.6
3,211,0.6
3,212,0.6
3,213,0.7
3,214,0.7
3,215,0.6
3,216,0.7
3,217,0.6
3,218,0.6
3,219,0.7
3,220,0.7
3,221,0.7
3,222,0.6
3,223,0.8
3,224,0.7
3,225,0.7
3,226,0.6
3,227,0.6
3,228,0.6
3,229,0.7
3,230,0.7
3,231,0.7
3,232,0.6
3,233,0.6
3,234,0.6
3,235,0.7
3,236,0.6
3,237,0.7
3,238,0.7
3,239,0.6
3,240,0.6
3,241,0.7
3,242,0.6
3,243,0.6
3,244,0.5
3,245,0.7
3,246,0.6
3,247,0.7
3,248,0.7
3,249,0.6
3,250,0.7
3,251,0.6
3,252,0.6
3,253,0.6
3,254,0.7
3,255,0.7
3,256,0.7
3,257,0.6
3,258,0.6
3,259,0.7
3,260,0.6
3,261,0.7
3,262,0.7
3,263,0.6
3,264,0.7
3,265,0.6
3,266,0.6
3,267,0.7
3,268,0.7
3,269,0.7
3,270,0.7
3,271,0.6
3,272,0.7
3,273,0.6
3,274,0.6
3,275,0.5
3,276,0.6
3,277,0.7
3,278,0.6
3,279,0.6
3,280,0.6
3,281,0.6
3,282,0.6
3,283,0.6
3,284,0.6
3,285,0.7
3,286,0.6
3,287,0.7
3,288,0.6
3,289,0.6
3,290,0.6
3,291,0.7
4,0,0.6
4,1,0.6
4,2,0.6
4,3,0.6
4,4,0.0
4,5,0.7
4,6,0.7
4,7,0.6
4,8,0.6
4,9,0.6
4,10,0.7
4,11,0.7
4,12,0.7
4,13,0.7
4,14,0.6
4,15,0.6
4,16,0.6
4,17,0.7
4,18,0.6
4,19,0.7
4,20,0.7
4,21,0.6
4,22,0.7
4,23,0.6
4,24,0.6
4,25,0.6
4,26,0.7
4,27,0.6
4,28,0.7
4,29,0.8
4,30,0.7
4,31,0.7
4,32,0.7
4,33,0.7
4,34,0.7
4,35,0.6
4,36,0.6
4,37,0.7
4,38,0.7
4,39,0.7
4,40,0.6
4,41,0.6
4,42,0.7
4,43,0.6
4,44,0.7
4,45,0.7
4,46,0.6
4,47,0.6
4,48,0.7
4,49,0.6
4,50,0.7
4,51,0.7
4,52,0.7
4,53,0.7
4,54,0.6
4,55,0.7
4,56,0.7
4,57,0.5
4,58,0.6
4,59,0.7
4,60,0.6
4,61,0.7
4,62,0.6
4,63,0.7
4,64,0.7
4,65,0.7
4,66,0.7
4,67,0.6
4,68,0.7
4,69,0.7
4,70,0.6
4,71,0.7
4,72,0.7
4,73,0.7
4,74,0.7
4,75,0.6
4,76,0.6
4,77,0.7
4,78,0.6
4,79,0.7
4,80,0.7
4,81,0.6
4,82,0.7
4,83,0.5
4,84,0.6
4,85,0.6
4,86,0.6
4,87,0.6
4,88,0.6
4,89,0.7
4,90,0.7
4,91,0.7
4,92,0.7
4,93,0.7
4,94,0.7
4,95,0.7
4,96,0.8
4,97,0.7
4,98,0.7
4,99,0.7
4,100,0.6
4,101,0.7
4,102,0.7
4,103,0.6
4,104,0.6
4,105,0.7
4,106,0.7
4,107,0.7
4,108,0.7
4,109,0.6
4,110,0.7
4,111,0.7
4,112,0.7
4,113,0.6
4,114,0.7
4,115,0.6
4,116,0.6
4,117,0.7
4,118,0.7
4,119,0.7
4,120,0.7
4,121,0.6
4,122,0.6
4,123,0.6
4,124,0.7
4,125,0.7
4,126,0.7
4,127,0.6
4,128,0.6
4,129,0.7
4,130,0.7
4,131,0.7
4,132,0.7
4,133,0.6
4,134,0.6
4,135,0.7
4,136,0.6
4,137,0.7
4,138,0.7
4,139,0.7
4,140,0.6
4,141,0.7
4,142,0.7
4,143,0.7
4,144,0.6
4,145,0.6
4,146,0.6
4,147,0.7
4,148,0.6
4,149,0.7
4,150,0.7
4,151,0.7
4,152,0.7
4,153,0.7
4,154,0.6
4,155,0.7
4,156,0.6
4,157,0.7
4,158,0.7
4,159,0.7
4,160,0.6
4,161,0.8
4,162,0.7
4,163,0.6
4,164,0.6
4,165,0.7
4,166,0.6
4,167,0.6
4,168,0.6
4,169,0.7
4,170,0.6
4,171,0.7
4,172,0.6
4,173,0.6
4,174,0.7
4,175,0.7
4,176,0.7
4,177,0.6
4,178,0.6
4,179,0.6
4,180,0.7
4,181,0.6
4,182,0.6
4,183,0.6
4,184,0.6
4,185,0.7
4,186,0.7
4,187,0.6
4,188,0.7
4,189,0.8
4,190,0.8
4,191,0.7
4,192,0.6
4,193,0.7
4,194,0.7
4,195,0.7
4,196,0.5
4,197,0.7
4,198,0.7
4,199,0.7
4,200,0.7
4,201,0.7
4,202,0.7
4,203,0.7
4,204,0.6
4,205,0.7
4,206,0.7
4,207,0.7
4,208,0.7
4,209,0.7
4,210,0.7
4,211,0.7
4,212,0.7
4,213,0.6
4,214,0.6
4,215,0.7
4,216,0.6
4,217,0.6
4,218,0.7
4,219,0.6
4,220,0.7
4,221,0.7
4,222,0.6
4,223,0.6
4,224,0.6
4,225,0.7
4,226,0.7
4,227,0.8
4,228,0.7
4,229,0.7
4,230,0.6
4,231,0.7
4,232,0.7
4,233,0.7
4,234,0.6
4,235,0.6
4,236,0.6
4,237,0.6
4,238,0.6
4,239,0.7
4,240,0.7
4,241,0.6
4,242,0.7
4,243,0.7
4,244,0.6
4,245,0.6
4,246,0.6
4,247,0.7
4,248,0.7
4,249,0.6
4,250,0.7
4,251,0.6
4,252,0.7
4,253,0.7
4,254,0.6
4,255,0.7
4,256,0.7
4,257,0.6
4,258,0.7
4,259,0.6
4,260,0.7
4,261,0.6
4,262,0.6
4,263,0.6
4,264,0.6
4,265,0.6
4,266,0.7
4,267,0.6
4,268,0.7
4,269,0.6
4,270,0.6
4,271,0.6
4,272,0.7
4,273,0.7
4,274,0.7
4,275,0.6
4,276,0.7
4,277,0.7
4,278,0.6
4,279,0.7
4,280,0.6
4,281,0.6
4,282,0.6
4,283,0.7
4,284,0.6
4,285,0.7
4,286,0.7
4,287,0.6
4,288,0.6
4,289,0.7
4,290,0.7
4,291,0.7
5,0,0.6
5,1,0.7
5,2,0.7
5,3,0.7
5,4,0.7
5,5,0.0
5,6,0.8
5,7,0.8
5,8,0.7
5,9,0.7
5,10,0.7
5,11,0.9
5,12,0.7
5,13,0.8
5,14,0.8
5,15,0.7
5,16,0.7
5,17,0.7
5,18,0.7
5,19,0.7
5,20,0.8
5,21,0.7
5,22,0.7
5,23,0.7
5,24,0.7
5,25,0.6
5,26,0.7
5,27,0.7
5,28,0.8
5,29,0.9
5,30,0.7
5,31,0.8
5,32,0.8
5,33,0.7
5,34,0.7
5,35,0.6
5,36,0.7
5,37,0.8
5,38,0.7
5,39,0.7
5,40,0.7
5,41,0.8
5,42,0.7
5,43,0.7
5,44,0.7
5,45,0.7
5,46,0.8
5,47,0.7
5,48,0.8
5,49,0.7
5,50,0.8
5,51,0.7
5,52,0.8
5,53,0.7
5,54,0.7
5,55,0.7
5,56,0.8
5,57,0.6
5,58,0.7
5,59,0.8
5,60,0.6
5,61,0.8
5,62,0.7
5,63,0.7
5,64,0.7
5,65,0.7
5,66,0.7
5,67,0.7
5,68,0.7
5,69,0.8
5,70,0.6
5,71,0.8
5,72,0.8
5,73,0.7
5,74,0.7
5,75,0.6
5,76,0.7
5,77,0.8
5,78,0.7
5,79,0.7
5,80,0.7
5,81,0.7
5,82,0.7
5,83,0.6
5,84,0.7
5,85,0.7
5,86,0.6
5,87,0.7
5,88,0.8
5,89,0.8
5,90,0.7
5,91,0.7
5,92,0.7
5,93,0.9
5,94,0.8
5,95,0.8
5,96,0.7
5,97,0.7
5,98,0.7
5,99,0.8
5,100,0.8
5,101,0.7
5,102,0.7
5,103,0.7
5,104,0.7
5,105,0.8
5,106,0.8
5,107,0.8
5,108,0.7
5,109,0.7
5,110,0.7
5,111,0.7
5,112,0.8
5,113,0.7
5,114,0.8
5,115,0.7
5,116,0.7
5,117,0.9
5,118,0.7
5,119,0.7
5,120,0.7
5,121,0.7
5,122,0.6
5,123,0.7
5,124,0.7
5,125,0.7
5,126,0.8
5,127,0.7
5,128,0.6
5,129,0.7
5,130,0.8
5,131,0.8
5,132,0.8
5,133,0.7
5,134,0.7
5,135,0.8
5,136,0.7
5,137,0.8
5,138,0.7
5,139,0.8
5,140,0.8
5,141,0.7
5,142,0.7
5,143,0.7
5,144,0.7
5,145,0.8
5,146,0.7
5,147,0.8
5,148,0.7
5,149,0.7
5,150,0.8
5,151,0.8
5,152,0.8
5,153,0.7
5,154,0.7
5,155,0.7
5,156,0.6
5,157,0.7
5,158,0.7
5,159,0.7
5,160,0.7
5,161,0.7
5,162,0.8
5,163,0.6
5,164,0.7
5,165,0.8
5,166,0.7
5,167,0.7
5,168,0.7
5,169,0.9
5,170,0.7
5,171,0.8
5,172,0.6
5,173,0.7
5,174,0.7
5,175,0.7
5,176,0.7
5,177,0.7
5,178,0.7
5,179,0.6
5,180,0.7
5,181,0.7
5,182,0.7
5,183,0.7
5,184,0.8
5,185,0.7
5,186,0.7
5,187,0.7
5,188,0.8
5,189,0.8
5,190,0.8
5,191,0.8
5,192,0.7
5,193,0.7
5,194,0.7
5,195,0.8
5,196,0.6
5,197,0.7
5,198,0.9
5,199,0.8
5,200,0.7
5,201,0.8
5,202,0.9
5,203,0.8
5,204,0.7
5,205,0.9
5,206,0.7
5,207,0.9
5,208,0.8
5,209,0.7
5,210,0.8
5,211,0.8
5,212,0.7
5,213,0.7
5,214,0.7
5,215,0.7
5,216,0.6
5,217,0.7
5,218,0.7
5,219,0.7
5,220,0.8
5,221,0.9
5,222,0.7
5,223,0.8
5,224,0.7
5,225,0.8
5,226,0.7
5,227,0.7
5,228,0.7
5,229,0.7
5,230,0.7
5,231,0.8
5,232,0.7
5,233,0.8
5,234,0.7
5,235,0.7
5,236,0.7
5,237,0.6
5,238,0.7
5,239,0.8
5,240,0.9
5,241,0.7
5,242,0.7
5,243,0.7
5,244,0.7
5,245,0.7
5,246,0.7
5,247,0.8
5,248,0.8
5,249,0.7
5,250,0.9
5,251,0.7
5,252,0.7
5,253,0.8
5,254,0.7
5,255,0.8
5,256,0.9
5,257,0.6
5,258,0.7
5,259,0.8
5,260,0.8
5,261,0.7
5,262,0.7
5,263,0.6
5,264,0.7
5,265,0.7
5,266,0.8
5,267,0.7
5,268,0.8
5,269,0.7
5,270,0.7
5,271,0.7
5,272,0.8
5,273,0.8
5,274,0.8
5,275,0.7
5,276,0.7
5,277,0.9
5,278,0.7
5,279,0.7
5,280,0.7
5,281,0.6
5,282,0.7
5,283,0.7
5,284,0.7
5,285,0.9
5,286,0.7
