userId,movieId,rating
2,156,3.0
2,157,2.5
2,158,4.0
2,107,4.0
2,112,5.0
2,159,3.5
2,160,4.5
2,115,3.5
2,161,4.0
2,162,4.0
2,163,4.0
2,164,4.5
2,165,4.5
2,120,4.0
2,121,4.0
2,166,3.5
2,126,5.0
2,167,4.0
2,168,3.5
2,169,4.0
2,170,3.5
2,136,4.0
2,171,4.0
2,172,3.5
2,139,3.5
2,144,3.5
2,173,3.5
2,174,3.5
2,175,3.5
2,176,4.0
2,177,3.5
2,178,4.5
2,179,3.5
2,180,3.5
2,181,4.5
2,182,3.5
2,183,3.5
2,184,3.0
2,185,4.5
2,186,4.5
2,187,4.5
2,188,3.5
2,189,3.0
2,190,4.0
2,191,4.0
2,192,4.0
2,193,4.0
2,194,2.5
2,195,4.0
2,196,4.5
2,197,4.0
2,198,4.5
2,199,4.0
3,200,3.0
3,0,3.0
3,201,3.0
3,56,4.0
3,149,3.0
3,7,5.0
3,57,4.0
3,59,5.0
3,202,2.0
3,203,5.0
3,60,3.0
3,204,3.0
3,28,3.0
3,29,3.0
3,30,3.0
3,31,3.0
3,33,3.0
3,61,4.0
3,38,4.0
3,41,3.0
3,45,3.0
3,66,4.0
3,46,4.0
3,50,4.0
3,51,3.0
3,52,4.0
3,53,3.0
3,67,4.0
3,152,3.0
3,205,3.0
3,206,1.0
3,207,5.0
3,208,3.0
3,209,2.0
3,210,4.0
3,76,3.0
3,77,3.0
3,78,4.0
3,211,4.0
3,80,3.0
3,82,4.0
3,212,5.0
3,83,5.0
3,84,3.0
3,85,5.0
3,89,5.0
3,93,4.0
3,95,5.0
3,97,4.0
3,213,5.0
3,101,3.0
3,102,3.0
3,105,4.0
3,106,3.0
3,214,4.0
3,107,3.0
3,109,4.0
3,215,3.0
3,110,3.0
3,216,3.0
4,217,5.0
4,3,5.0
4,4,5.0
4,7,4.0
4,59,3.5
4,22,4.0
4,203,5.0
4,28,4.0
4,36,4.5
4,218,3.5
4,44,5.0
4,219,5.0
4,51,4.0
4,54,4.5
4,220,4.0
4,69,5.0
4,83,3.5
4,84,4.0
4,85,4.0
4,89,4.0
4,92,4.0
4,95,4.0
4,98,4.0
4,99,4.0
4,100,3.0
4,101,4.0
4,106,4.0
4,214,3.5
4,221,0.5
4,113,4.0
4,159,3.0
4,222,4.0
4,223,3.0
4,224,3.5
4,225,5.0
4,117,4.0
4,226,4.0
4,163,5.0
4,120,5.0
4,227,4.0
4,127,3.0
4,131,4.5
4,228,4.5
4,229,4.0
4,230,5.0
4,231,3.5
4,170,5.0
4,232,5.0
4,138,3.5
4,172,4.5
4,139,2.5
4,140,4.5
4,141,3.5
4,142,3.5
4,233,4.5
4,144,5.0
4,234,4.0
4,235,4.5
4,236,5.0
4,179,4.0
4,237,4.0
4,238,4.5
4,239,4.5
4,240,5.0
4,241,3.5
4,242,3.5
4,184,4.5
4,243,4.0
4,244,3.5
4,185,3.5
4,245,3.5
4,246,4.5
4,188,3.0
4,247,4.0
4,248,3.5
4,192,4.0
4,249,3.0
4,250,5.0
4,251,4.0
4,252,4.0
4,253,4.0
4,254,4.5
4,255,3.0
4,256,3.5
4,257,4.5
4,258,4.5
5,200,2.0
5,259,2.0
5,260,4.5
5,261,4.0
5,0,3.0
5,262,2.5
5,263,3.5
5,1,3.0
5,264,1.0
5,201,4.5
5,265,3.0
5,217,4.0
5,56,3.0
5,266,1.0
5,2,2.5
5,3,5.0
5,4,5.0
5,5,2.5
5,6,2.0
5,267,1.5
5,149,1.0
5,7,3.0
5,268,5.0
5,8,3.0
5,9,1.0
5,269,0.5
5,10,3.0
5,270,2.0
5,11,3.0
5,12,2.0
5,271,2.0
5,13,1.5
5,14,4.0
5,15,1.0
5,150,3.5
5,16,4.0
5,272,5.0
5,17,2.0
5,59,5.0
5,19,1.0
5,273,2.0
5,21,1.0
5,274,5.0
5,22,5.0
5,23,4.0
5,202,3.0
5,24,1.0
5,203,2.0
5,60,1.5
5,25,2.5
5,275,3.0
5,151,2.0
5,26,3.0
5,276,3.0
5,28,1.0
5,29,3.5
5,30,4.0
5,31,2.0
5,32,3.5
5,33,4.0
5,61,4.0
5,62,3.0
5,63,1.0
5,64,2.5
5,65,1.0
5,35,3.0
5,36,5.0
5,277,2.5
5,37,3.0
5,38,3.0
5,39,0.5
5,278,4.0
5,41,3.0
5,42,1.5
5,43,2.0
5,218,3.5
5,44,4.0
5,45,2.0
5,66,5.0
5,219,3.0
5,46,2.0
5,279,4.0
5,48,2.0
5,49,1.0
5,50,0.5
5,51,4.0
5,52,3.0
5,53,4.0
5,54,5.0
5,67,2.5
5,153,2.5
5,280,5.0
5,220,2.5
5,281,4.0
5,205,3.0
5,282,3.5
5,206,1.0
5,207,3.0
5,283,4.0
5,284,4.0
5,208,2.5
5,285,2.5
5,286,3.0
5,209,0.5
5,154,1.5
5,287,1.0
5,288,1.0
5,69,5.0
5,289,5.0
5,70,5.0
5,290,5.0
5,291,5.0
5,71,2.5
5,292,5.0
5,72,4.0
5,293,1.5
5,73,3.0
5,294,3.5
5,295,5.0
5,210,5.0
5,296,3.0
5,155,2.0
5,76,4.0
5,297,1.5
5,77,3.0
5,78,4.0
5,298,3.0
5,299,2.0
5,79,4.0
5,300,2.5
5,301,4.0
5,80,4.0
5,302,3.0
5,81,4.0
5,82,2.5
5,212,3.0
5,303,2.0
5,156,5.0
5,83,5.0
5,84,1.0
5,85,4.0
5,304,1.0
5,86,4.0
5,305,3.5
5,306,4.0
5,307,2.0
5,87,5.0
5,308,3.0
5,88,5.0
5,89,5.0
5,90,3.0
5,91,4.0
5,309,1.5
5,92,3.0
5,93,1.0
5,157,5.0
5,94,4.0
5,95,4.0
5,310,4.0
5,96,3.0
5,311,3.0
5,312,4.0
5,97,3.0
5,313,5.0
5,314,1.0
5,158,5.0
5,315,4.0
5,316,5.0
5,98,4.0
5,99,3.0
5,100,4.0
5,317,4.0
5,101,5.0
5,105,4.0
5,106,4.0
5,214,3.0
5,318,3.0
5,107,5.0
5,319,3.0
5,320,2.0
5,321,2.0
5,108,2.0
5,221,1.0
5,322,3.0
5,111,3.0
5,112,2.5
5,113,4.0
5,323,0.5
5,159,3.5
5,216,4.0
5,114,4.0
5,324,5.0
5,160,3.0
5,222,3.0
5,325,3.0
5,326,1.0
5,115,1.0
5,223,1.5
5,327,3.5
5,328,4.0
5,116,4.0
5,329,4.0
5,330,1.0
5,331,3.0
5,224,5.0
5,225,4.0
5,332,4.0
5,333,3.0
5,334,3.0
5,335,3.0
5,336,4.0
5,161,2.0
5,226,4.0
5,162,1.5
5,337,1.0
5,338,3.5
5,339,3.5
5,340,4.0
5,163,2.0
5,164,3.0
5,118,2.0
5,165,4.5
5,119,3.0
5,120,3.5
5,121,4.0
5,166,5.0
5,122,3.0
5,123,4.0
5,341,4.0
5,342,3.0
5,343,1.0
5,344,4.5
5,227,3.0
5,124,2.0
5,127,2.0
5,129,4.0
5,345,3.0
5,130,4.0
5,131,4.0
5,132,1.0
5,346,3.0
5,167,2.0
5,228,3.5
5,347,3.5
5,229,2.0
5,230,1.0
5,231,0.5
5,168,2.0
5,348,5.0
5,349,2.0
5,133,3.5
5,169,1.5
5,170,5.0
5,350,2.5
5,351,1.0
5,352,1.0
5,232,5.0
5,353,5.0
5,354,3.0
5,355,3.0
5,356,1.0
5,134,2.5
5,135,4.0
5,357,2.0
5,358,4.0
5,136,1.0
5,359,3.0
5,137,3.0
5,360,3.0
5,171,3.0
5,361,1.0
5,362,4.0
5,138,4.0
5,172,1.0
5,139,4.0
5,140,4.0
5,141,4.0
5,233,4.0
5,143,4.0
5,144,4.0
5,363,5.0
5,234,5.0
5,364,3.0
5,145,4.0
5,173,5.0
5,365,4.0
5,366,3.0
5,367,1.0
5,174,1.0
5,235,1.0
5,368,3.0
5,369,4.0
5,175,2.0
5,146,5.0
5,370,3.0
5,147,2.0
5,176,2.0
5,371,1.5
5,372,2.5
5,373,4.0
5,374,5.0
5,375,3.0
5,376,1.0
5,377,2.0
5,236,2.0
5,378,1.0
5,379,2.0
5,380,1.0
5,381,1.0
5,382,1.5
5,383,2.0
5,178,3.0
5,384,2.0
5,179,5.0
5,385,5.0
5,386,3.0
5,387,4.0
5,237,5.0
5,238,1.0
5,180,3.0
5,181,1.0
5,388,3.0
5,239,4.0
5,389,3.0
5,240,5.0
5,390,2.0
5,182,1.0
5,183,2.0
5,391,1.0
5,392,4.0
5,241,5.0
5,242,1.0
5,184,4.0
5,243,2.0
5,393,5.0
5,244,5.0
5,185,1.0
5,394,1.5
5,395,1.0
5,186,0.5
5,187,1.0
5,396,4.0
5,245,3.0
5,397,2.0
5,246,5.0
5,398,1.0
5,399,1.5
5,188,4.0
5,189,1.0
5,247,5.0
5,248,2.5
5,400,1.0
5,190,4.0
5,401,2.0
5,402,3.0
5,403,1.0
5,191,2.0
5,192,1.0
5,249,3.0
5,193,3.5
5,404,3.5
5,194,3.5
5,405,2.0
5,250,1.0
5,406,1.5
5,195,3.0
5,407,1.5
5,251,1.5
5,252,5.0
5,253,0.5
5,408,2.5
5,409,1.5
5,196,3.0
5,197,1.0
5,410,3.5
5,254,2.0
5,255,2.5
5,411,2.0
5,198,1.5
5,256,3.5
5,257,5.0
5,258,4.5
5,199,3.0
5,412,1.5
5,413,2.5
5,414,2.0
5,415,1.0
5,416,1.5
5,417,3.0
5,418,4.0
5,419,4.0
5,420,3.5
5,421,2.0
5,422,2.5
5,423,2.0
5,424,4.5
5,425,4.5
5,426,4.5
5,427,0.5
5,428,3.0
5,429,4.5
5,430,2.0
5,431,5.0
5,432,4.0
5,433,0.5
5,434,5.0
6,261,4.5
6,265,4.5
6,217,4.5
6,266,4.5
6,3,5.0
6,4,5.0
6,268,5.0
6,12,3.0
6,14,2.5
6,16,5.0
6,59,3.5
6,273,2.0
6,274,4.0
6,22,5.0
6,203,5.0
6,28,2.5
6,33,0.5
6,38,0.5
6,44,4.0
6,66,5.0
6,279,4.0
6,52,3.0
6,54,4.5
6,280,3.5
6,206,2.5
6,284,4.5
6,69,5.0
6,70,5.0
6,290,4.5
6,291,5.0
6,71,3.5
6,292,4.5
6,72,5.0
6,295,4.5
6,210,4.5
6,76,2.5
6,78,2.5
6,79,5.0
6,300,4.0
6,82,5.0
6,156,4.5
6,304,4.5
6,87,5.0
6,89,3.5
6,90,5.0
6,93,4.0
6,157,5.0
6,96,5.0
6,97,3.0
6,313,4.0
6,314,5.0
6,316,5.0
6,98,3.5
6,100,4.5
6,101,4.5
6,320,2.0
6,114,3.0
6,325,3.0
6,116,2.5
6,224,4.5
6,225,5.0
6,333,3.5
6,334,5.0
6,335,4.5
6,117,4.5
6,226,4.0
6,162,0.5
6,337,2.5
6,338,4.0
6,340,4.5
6,165,3.0
6,166,4.0
6,342,4.0
6,343,4.0
6,227,3.5
6,345,2.0
6,229,4.5
6,230,4.0
6,231,3.5
6,349,4.5
6,170,1.0
6,350,2.5
6,232,5.0
6,357,3.0
6,136,3.0
6,359,4.5
6,361,3.5
6,362,3.0
6,172,4.5
6,140,2.0
6,233,4.5
6,143,4.0
6,144,3.0
6,234,5.0
6,173,5.0
6,235,4.0
6,368,2.5
6,370,2.0
6,176,2.5
6,376,4.5
6,236,4.0
6,385,4.0
6,386,1.0
6,387,4.0
6,237,4.5
6,388,1.5
6,239,4.0
6,240,5.0
6,390,0.5
6,182,3.5
6,392,4.0
6,241,3.5
6,242,0.5
6,184,4.0
6,243,4.5
6,244,4.5
6,185,3.0
6,394,0.5
6,186,0.5
6,187,1.5
6,397,3.5
6,246,4.5
6,398,0.5
6,188,4.5
6,247,4.5
6,401,5.0
6,403,2.0
6,249,2.0
6,193,3.0
6,194,1.5
6,250,4.5
6,251,4.5
6,252,4.5
6,253,4.5
6,408,3.0
6,197,2.0
6,410,3.5
6,255,3.5
6,256,5.0
7,200,3.0
7,259,3.0
7,148,3.0
7,261,3.0
7,435,3.0
7,0,3.0
7,262,3.0
7,263,5.0
7,201,3.0
7,265,3.0
7,217,3.0
7,56,4.0
7,266,3.0
7,2,3.0
7,3,5.0
7,436,3.0
7,4,4.0
7,5,3.0
7,267,3.0
7,7,3.0
7,268,5.0
7,57,3.0
7,8,3.0
7,9,3.0
7,269,4.0
7,11,3.0
7,271,3.0
7,13,3.0
7,14,4.0
7,150,3.0
7,16,3.0
7,272,4.0
7,17,3.0
7,59,4.0
7,18,4.0
7,20,1.0
7,273,5.0
7,21,4.0
7,274,4.0
7,22,5.0
7,23,3.0
7,202,3.0
7,203,4.0
7,60,3.0
7,204,3.0
7,437,3.0
7,25,4.0
7,151,3.0
7,26,3.0
7,27,3.0
7,276,3.0
7,28,5.0
7,29,5.0
7,30,3.0
7,31,3.0
7,33,3.0
7,61,3.0
7,62,3.0
7,64,3.0
7,35,3.0
7,36,4.0
7,37,3.0
7,38,4.0
7,39,1.0
7,278,3.0
7,41,3.0
7,42,3.0
7,43,4.0
7,218,3.0
7,44,4.0
7,66,4.0
7,46,4.0
7,279,3.0
7,48,3.0
7,50,3.0
7,51,3.0
7,52,3.0
7,53,4.0
7,54,3.0
7,67,4.0
7,152,5.0
7,68,5.0
7,153,3.0
7,280,5.0
7,220,3.0
7,281,3.0
7,438,3.0
7,55,4.0
7,282,3.0
7,206,3.0
7,283,5.0
7,208,3.0
7,285,3.0
7,286,3.0
7,209,3.0
7,154,3.0
7,287,3.0
7,69,5.0
7,70,4.0
7,290,5.0
7,291,4.0
7,292,3.0
7,72,5.0
7,293,3.0
7,294,4.0
7,295,5.0
7,210,4.0
7,296,5.0
7,439,5.0
7,74,4.0
7,75,3.0
7,155,4.0
7,76,4.0
7,77,4.0
7,78,4.0
7,211,3.0
7,298,4.0
7,299,3.0
7,79,4.0
7,440,4.0
7,300,1.0
7,301,4.0
7,80,5.0
7,302,3.0
7,81,3.0
7,82,5.0
7,212,4.0
7,303,3.0
7,156,4.0
7,83,5.0
7,84,3.0
7,85,4.0
7,304,4.0
7,86,4.0
7,305,4.0
7,306,4.0
7,307,4.0
7,87,4.0
7,308,5.0
7,88,5.0
7,89,4.0
7,90,5.0
7,91,4.0
7,309,4.0
7,92,5.0
7,93,5.0
7,157,5.0
7,94,5.0
7,95,5.0
7,310,5.0
7,96,4.0
7,311,4.0
7,97,4.0
7,213,5.0
7,313,4.0
7,314,3.0
7,158,3.0
7,315,4.0
7,316,4.0
7,98,5.0
7,99,3.0
7,100,4.0
7,317,4.0
7,101,5.0
7,102,4.0
7,103,4.0
7,104,3.0
7,105,5.0
7,106,3.0
7,214,3.0
7,318,3.0
7,107,3.0
7,319,3.0
7,320,4.0
7,321,3.0
7,108,3.0
7,322,4.0
7,109,3.0
7,215,4.0
7,110,3.0
7,111,3.0
7,112,3.0
7,113,5.0
7,323,2.0
7,159,3.0
7,216,5.0
7,114,3.0
7,344,3.0
8,200,3.5
8,217,2.5
8,56,3.5
8,7,2.0
8,8,3.0
8,9,4.0
8,150,1.0
8,59,1.5
8,22,0.5
8,202,3.5
8,203,4.5
8,151,1.0
8,28,2.0
8,30,3.5
8,31,1.0
8,61,4.0
8,36,4.5
8,38,3.0
8,40,5.0
8,41,3.0
8,44,2.5
8,50,3.5
8,52,2.0
8,53,4.0
8,54,0.5
8,152,4.0
8,153,4.0
8,280,2.0
8,206,3.5
8,207,5.0
8,283,4.0
8,208,5.0
8,69,2.0
8,290,3.0
8,292,2.0
8,80,1.5
8,82,4.5
8,212,5.0
8,83,2.0
8,85,4.5
8,307,4.5
8,308,4.0
8,89,3.0
8,158,1.0
8,101,3.5
8,116,5.0
8,232,4.5
8,172,3.5
8,234,0.5
8,244,4.0
8,399,3.5
8,251,4.0
9,0,3.0
9,201,3.0
9,217,4.0
9,56,4.0
9,266,3.0
9,3,4.0
9,267,3.0
9,271,3.0
9,13,2.0
9,59,3.0
9,20,3.0
9,273,3.0
9,22,3.0
9,202,3.0
9,60,3.0
9,204,3.0
9,151,3.0
9,28,4.0
9,33,4.0
9,61,3.0
9,65,3.0
9,36,3.0
9,277,3.0
9,38,3.0
9,39,3.0
9,43,4.0
9,44,5.0
9,66,3.0
9,219,3.0
9,46,3.0
9,441,3.0
9,48,3.0
9,51,5.0
9,52,4.0
9,53,3.0
9,54,4.0
9,67,3.0
9,152,3.0
9,153,3.0
9,281,3.0
9,282,3.0
9,283,5.0
9,208,3.0
9,69,4.0
9,289,3.0
9,291,3.0
9,71,3.0
9,292,5.0
9,72,4.0
9,293,5.0
9,73,4.0
9,294,4.0
9,295,5.0
9,210,4.0
9,296,5.0
9,439,5.0
9,74,3.0
9,75,3.0
9,155,4.0
9,76,4.0
9,78,3.0
9,211,3.0
9,299,2.0
9,79,3.0
9,440,4.0
9,80,3.0
9,81,3.0
9,82,5.0
9,212,5.0
9,156,3.0
9,83,4.0
9,85,5.0
9,304,4.0
9,86,4.0
9,306,4.0
9,87,5.0
9,88,4.0
9,89,4.0
9,91,4.0
9,157,3.0
9,94,3.0
9,95,5.0
9,310,4.0
9,312,3.0
9,97,5.0
9,314,4.0
9,315,4.0
9,316,3.0
9,99,4.0
9,100,3.0
9,317,3.0
9,101,4.0
9,103,3.0
9,105,4.0
9,106,4.0
9,214,4.0
9,319,3.0
9,322,3.0
9,109,4.0
9,215,3.0
9,110,3.0
9,112,3.0
9,113,3.0
9,216,4.0
9,394,3.0
10,217,4.5
10,3,3.5
10,436,2.0
10,9,3.0
10,442,1.0
10,270,4.5
10,58,1.5
10,13,2.0
10,150,2.5
10,16,2.0
10,17,4.5
10,59,4.0
10,22,5.0
10,28,3.5
10,65,2.5
10,36,4.5
10,38,4.5
10,39,2.5
10,66,4.5
10,46,5.0
10,47,3.0
10,279,4.0
10,48,1.0
10,50,2.0
10,51,5.0
10,53,4.5
10,54,4.5
10,281,5.0
10,285,1.5
10,286,2.5
10,69,4.0
10,211,3.5
10,79,4.0
10,80,2.5
10,302,2.0
10,212,2.0
10,83,4.5
10,85,5.0
10,86,5.0
10,305,2.5
10,88,3.5
10,89,5.0
10,91,3.5
10,309,4.0
10,97,4.0
10,101,4.0
10,106,5.0
10,319,3.5
10,321,4.5
10,108,4.0
10,109,3.5
10,215,4.0
10,110,4.0
10,111,4.0
10,113,4.0
10,323,3.5
10,326,4.5
10,115,3.0
10,116,4.0
10,330,2.5
10,225,2.0
10,443,2.0
10,333,2.5
10,161,2.5
10,162,3.0
10,118,2.5
10,165,2.5
10,166,3.0
10,341,2.5
10,342,3.5
10,126,2.5
10,129,3.5
10,130,4.0
10,346,4.5
10,170,1.5
10,352,4.5
10,232,4.5
10,356,2.5
10,357,2.0
10,136,2.5
10,360,2.0
10,361,2.0
10,362,4.5
10,138,3.0
10,172,4.0
10,233,4.0
10,234,4.0
10,364,2.0
10,145,4.0
10,365,4.0
10,366,2.5
10,367,5.0
10,235,2.5
10,175,2.5
10,370,1.5
10,176,1.5
10,375,4.0
10,376,4.5
10,236,3.0
10,378,2.5
10,381,2.0
10,383,4.5
10,386,2.5
10,387,3.0
10,237,2.0
10,238,4.5
10,388,2.0
10,240,5.0
10,182,4.5
10,391,3.5
10,241,4.0
10,242,3.5
10,184,2.5
10,244,5.0
10,187,5.0
10,246,4.5
10,189,3.5
10,247,4.5
10,248,3.5
10,402,4.5
10,403,2.5
10,191,2.0
10,193,3.0
10,404,4.0
10,250,4.0
10,406,2.0
10,407,4.0
10,251,4.0
10,253,4.5
10,408,3.5
10,409,3.5
10,196,4.5
10,411,3.5
10,256,4.5
10,257,2.5
10,258,3.0
11,200,3.0
11,261,3.5
11,262,3.5
11,263,4.0
11,264,2.0
11,217,4.0
11,56,3.5
11,3,4.5
11,4,4.0
11,6,4.0
11,149,3.5
11,7,3.5
11,268,5.0
11,8,3.5
11,9,3.0
11,12,3.5
11,16,4.0
11,444,4.5
11,272,4.5
11,17,3.5
11,59,4.5
11,19,3.5
11,21,2.5
11,274,4.0
11,22,4.5
11,23,4.0
11,202,3.5
11,203,5.0
11,437,4.5
11,151,2.0
11,28,4.5
11,61,4.0
11,65,3.5
11,36,3.5
11,38,3.5
11,39,3.0
11,40,4.5
11,42,4.5
11,43,4.5
11,44,3.5
11,45,2.5
11,66,3.0
11,48,3.5
11,50,4.0
11,51,3.5
11,52,2.5
11,53,3.5
11,54,4.5
11,152,4.5
11,153,3.0
11,280,4.5
11,281,4.5
11,438,2.5
11,207,4.5
11,283,4.5
11,284,4.5
11,208,3.5
11,154,2.0
11,287,3.5
11,69,5.0
11,289,4.5
11,70,3.5
11,290,4.5
11,291,5.0
11,71,4.5
11,292,5.0
11,72,4.0
11,293,3.0
11,294,3.5
11,295,5.0
11,210,3.5
11,296,4.5
11,439,3.5
11,155,2.5
11,76,3.0
11,297,4.5
11,211,4.0
11,298,4.0
11,79,3.5
11,440,4.0
11,80,5.0
11,302,3.0
11,82,4.0
11,303,4.0
11,156,4.5
11,83,4.5
11,84,5.0
11,85,4.5
11,304,3.5
11,305,4.0
11,306,4.5
11,307,5.0
11,87,4.5
11,308,3.5
11,88,5.0
11,89,4.0
11,90,5.0
11,92,5.0
11,157,4.5
11,94,3.5
11,95,4.5
11,310,4.0
11,96,4.0
11,311,3.5
11,312,3.5
11,97,3.5
11,313,3.5
11,314,4.0
11,158,4.0
11,315,4.0
11,316,4.5
11,98,3.5
11,100,4.0
11,317,3.5
11,101,4.5
11,105,3.5
11,106,3.5
11,318,4.0
11,107,4.0
11,320,3.5
11,108,3.0
11,111,2.5
11,112,2.5
11,113,3.5
11,323,3.5
11,159,4.0
11,216,4.0
11,222,4.5
11,326,3.5
11,115,2.0
11,223,3.0
11,116,3.5
11,329,4.0
11,330,2.5
11,224,4.0
11,225,4.5
11,335,4.0
11,161,5.0
11,226,3.5
11,162,5.0
11,338,4.0
11,340,5.0
11,118,2.0
11,119,3.0
11,120,4.0
11,166,3.5
11,342,4.0
11,343,4.5
11,344,4.0
11,227,4.0
11,129,4.0
11,130,3.5
11,131,3.5
11,346,4.0
11,347,5.0
11,229,3.5
11,230,2.5
11,231,3.0
11,349,4.5
11,133,4.0
11,169,3.0
11,170,4.0
11,350,2.0
11,352,3.5
11,232,4.0
11,354,3.5
11,355,3.5
11,356,3.5
11,134,2.5
11,135,4.5
11,357,3.0
11,359,5.0
11,137,1.5
11,362,4.5
11,138,3.0
11,172,4.0
11,233,3.5
11,144,4.0
11,363,3.5
11,234,3.5
11,145,3.5
11,173,4.5
11,366,3.5
11,367,3.0
11,174,3.5
11,235,3.0
11,368,4.5
11,175,5.0
11,176,4.5
11,372,4.0
11,373,4.5
11,374,3.5
11,376,4.0
11,236,4.0
11,378,2.0
11,379,3.5
11,381,4.0
11,177,2.0
11,178,4.5
11,385,5.0
11,387,4.0
11,237,4.0
11,238,4.5
11,180,2.0
11,388,3.5
11,239,3.5
11,240,4.5
11,183,4.5
11,391,3.0
11,392,3.5
11,241,3.5
11,242,3.5
11,184,5.0
11,243,5.0
11,393,4.0
11,244,4.0
11,185,4.5
11,394,3.0
11,186,2.5
11,187,2.0
11,396,3.5
11,245,0.5
11,246,3.0
11,398,4.0
11,399,3.5
11,188,4.0
11,189,2.5
11,247,4.0
11,248,5.0
11,400,2.5
11,190,4.5
11,401,5.0
11,402,3.5
11,403,4.5
11,192,3.5
11,404,4.5
11,194,3.0
11,250,5.0
11,406,3.0
11,407,4.0
11,251,4.5
11,252,4.5
11,253,3.5
11,409,4.0
11,196,3.5
11,198,3.5
11,256,3.5
11,257,4.0
11,258,3.5
11,412,3.0
11,413,4.5
11,414,2.5
12,200,5.0
12,217,4.5
12,3,4.5
12,4,4.5
12,9,3.5
12,11,2.5
12,59,3.0
12,22,3.5
12,202,0.5
12,203,4.0
12,151,0.5
12,28,4.5
12,31,2.0
12,33,3.0
12,61,3.0
12,36,3.5
12,38,2.5
12,41,1.0
12,279,3.5
12,51,4.0
12,54,3.5
12,280,3.5
12,281,2.5
12,282,3.0
12,284,4.5
12,208,3.5
12,69,4.0
12,76,3.5
12,79,3.5
12,83,3.5
12,85,4.0
12,89,3.5
12,326,4.0
12,116,3.5
12,334,3.5
12,338,4.0
12,227,3.0
12,230,4.0
12,168,4.0
12,352,5.0
12,232,5.0
12,359,4.5
12,233,4.0
12,234,4.0
12,174,4.5
12,235,3.0
12,374,2.5
12,236,2.5
12,238,5.0
12,388,3.0
12,240,4.0
12,182,4.0
12,184,1.5
12,243,3.5
12,393,4.0
12,185,3.0
12,395,4.0
12,397,4.0
12,247,4.0
12,248,2.0
12,401,5.0
12,402,0.5
12,404,1.5
12,250,4.5
12,252,3.5
12,253,3.5
12,409,3.0
12,410,4.0
12,254,2.0
12,255,1.5
12,411,4.0
12,256,4.0
12,258,4.0
12,413,5.0
12,417,4.5
12,418,4.5
12,419,4.0
12,420,5.0
12,421,4.0
12,422,5.0
12,424,5.0
12,425,3.5
12,426,3.0
12,427,3.0
12,428,3.5
